target_id,sector_run,uid,job_id,job_start_time,in_tce_table,in_tfrecord,has_diff_img,is_normalized,has_prediction,has_mast_url,job_end_time
167526485,6,167526485-1-S6,1,2026-09-15T08:27:26.498703,True,True,True,True,False,True,2026-09-15T08:27:31.681619
261136679,1,261136679-1-S1,0,2026-09-15T08:27:04.867866,True,True,True,True,False,True,2026-09-15T08:27:09.869740
