# Description: This table contains auxliary information regarding the preprocessing of extracted difference image.
# Preprocessing Directory: /outputs/job_1/diff_img_preprocessed/tess_diffimg_TESS
# Table Filepath: /outputs/job_1/diff_img_preprocessed/tess_diffimg_TESS/info_tces.csv
# Creation Date: 2026-09-15T08:27:29.823157
# Created By: src_preprocessing/diff_img/preprocessing/preprocess_diff_img.py
uid,saturated,num_available_sectors,num_valid_sectors,num_sampled_sectors,sampled_sectors,sampled_qmetrics,sampled_sectors_missingvalues
167526485-1-S6,,1.0,1.0,5.0,[6 6 6 6 6],[0.999407 0.999407 0.999407 0.999407 0.999407],no
