obsID,obs_collection,dataproduct_type,obs_id,description,type,dataURI,productType,productGroupDescription,productSubGroupDescription,productDocumentationURL,project,prvversion,proposal_id,productFilename,size,parent_obsid,dataRights,calib_level,filters,version_number
60835895,TESS,timeseries,tess2018206045859-s0001-0000000261136679-0120-s,full data validation report (xml),S,mast:TESS/product/tess2018206190142-s0001-s0001-0000000261136679-00366_dvr.xml,INFO,,DVR,,SPOC,b11c787608,G011183_G011132_G011048_G011250,tess2018206190142-s0001-s0001-0000000261136679-00366_dvr.xml,166091,60835895,PUBLIC,3,TESS,366
