obsID,obs_collection,dataproduct_type,obs_id,description,type,dataURI,productType,productGroupDescription,productSubGroupDescription,productDocumentationURL,project,prvversion,proposal_id,productFilename,size,parent_obsid,dataRights,calib_level,filters
60835895,TESS,timeseries,tess2018206045859-s0001-0000000261136679-0120-s,Light curves,S,mast:TESS/product/tess2018206045859-s0001-0000000261136679-0120-s_lc.fits,SCIENCE,Minimum Recommended Products,LC,,SPOC,b11c787608,G011183_G011132_G011048_G011250,tess2018206045859-s0001-0000000261136679-0120-s_lc.fits,2039040,60835895,PUBLIC,3,TESS
