,uid,num_transits_flux_global,num_transits_flux_local,num_transits_flux_global_unfolded,num_transits_flux_local_unfolded,num_transits_flux_global_norm,num_transits_flux_global_unfolded_norm,num_transits_flux_local_norm,num_transits_flux_local_unfolded_norm,num_transits_flux_trend_global,num_transits_flux_trend_local,num_transits_flux_trend_global_unfolded,num_transits_flux_trend_local_unfolded,num_transits_flux_trend_global_norm,num_transits_flux_trend_local_norm,num_transits_flux_trend_global_unfolded_norm,num_transits_flux_trend_local_unfolded_norm,num_transits_flux_odd_local,num_transits_flux_odd_local_norm,num_transits_flux_even_local,num_transits_flux_even_local_norm,num_transits_flux_weak_secondary_local,num_transits_flux_weak_secondary_local_norm,num_transits_centroid_offset_distance_to_target_global,num_transits_centroid_offset_distance_to_target_local,num_transits_momentum_dump_local,flux_global_stat_abs_min,flux_local_stat_abs_min,flux_trend_global_stat_max,flux_trend_global_stat_min,flux_odd_local_stat_se_oot,flux_odd_local_stat_std_oot_bin,flux_even_local_stat_se_oot,flux_even_local_stat_std_oot_bin,flux_odd_local_stat_abs_min,flux_even_local_stat_abs_min,flux_weak_secondary_local_stat_abs_min,centroid_offset_distance_to_target_global_stat_abs_max,centroid_offset_distance_to_target_local_stat_abs_max,avg_oot_centroid_offset,std_oot_centroid_offset,peak_centroid_offset,mid_local_flux_shift,mid_global_flux_shift,transit_depth_hat,transit_depth_hat_se,odd_even_flag,transit_depth_odd_hat,transit_depth_odd_hat_se,transit_depth_even_hat,transit_depth_even_hat_se,wks_transit_depth_hat,wks_transit_depth_hat_se,shard
0,261136679-1-S1,5,5,20,20,5,20,5,20,5,5,20,20,5,5,20,20,2,2,3,3,6,6,5,5,-1,0.0002970777820366032,0.00029426548599333904,1.000020397338446,0.9999714508267376,0.01541674355139231,0.10308216792362486,0.012505109360152708,0.09599668788786286,0.00029985235326723814,0.0003017798540136951,4.540184474124401e-05,773.9629900015412,484.1718449039064,346.8606766205852,83.33694950134029,137.3111682833212,11,144,302.6722250121239,999697.3277749879,replaced bins 0 (odd) 0 (even) ,321.51335572971897,24.261926138605535,315.39259008850354,18.4630313995066,53.30513096024614,18.867939023624846,shard-00000-of-00001-node-2
