,uid,num_transits_flux_global,num_transits_flux_local,num_transits_flux_global_unfolded,num_transits_flux_local_unfolded,num_transits_flux_global_norm,num_transits_flux_global_unfolded_norm,num_transits_flux_local_norm,num_transits_flux_local_unfolded_norm,num_transits_flux_trend_global,num_transits_flux_trend_local,num_transits_flux_trend_global_unfolded,num_transits_flux_trend_local_unfolded,num_transits_flux_trend_global_norm,num_transits_flux_trend_local_norm,num_transits_flux_trend_global_unfolded_norm,num_transits_flux_trend_local_unfolded_norm,num_transits_flux_odd_local,num_transits_flux_odd_local_norm,num_transits_flux_even_local,num_transits_flux_even_local_norm,num_transits_flux_weak_secondary_local,num_transits_flux_weak_secondary_local_norm,num_transits_centroid_offset_distance_to_target_global,num_transits_centroid_offset_distance_to_target_local,num_transits_momentum_dump_local,flux_global_stat_abs_min,flux_local_stat_abs_min,flux_trend_global_stat_max,flux_trend_global_stat_min,flux_odd_local_stat_se_oot,flux_odd_local_stat_std_oot_bin,flux_even_local_stat_se_oot,flux_even_local_stat_std_oot_bin,flux_odd_local_stat_abs_min,flux_even_local_stat_abs_min,flux_weak_secondary_local_stat_abs_min,centroid_offset_distance_to_target_global_stat_abs_max,centroid_offset_distance_to_target_local_stat_abs_max,avg_oot_centroid_offset,std_oot_centroid_offset,peak_centroid_offset,mid_local_flux_shift,mid_global_flux_shift,transit_depth_hat,transit_depth_hat_se,odd_even_flag,transit_depth_odd_hat,transit_depth_odd_hat_se,transit_depth_even_hat,transit_depth_even_hat_se,wks_transit_depth_hat,wks_transit_depth_hat_se,shard
0,167526485-1-S6,5,5,20,20,5,20,5,20,5,5,20,20,5,5,20,20,2,2,3,3,5,5,5,5,-1,0.01112596222691089,0.010993027657870936,1.0018882225982013,0.9983203386252162,0.0021045038951934274,0.014106795240826593,0.001743512523461503,0.012484957401588172,0.01069637313896532,0.011380538280653107,0.00026189489604557794,3.7791726707806665,3.4104227514537833,2.9537819557412037,0.24476861185137921,0.45664079571257954,2,108,11050.675011957555,988949.3249880425,replaced bins 0 (odd) 0 (even) ,10762.386698757398,87.15786547190794,11489.872945850355,98.8721893660599,46.79014068798004,69.63977858392049,shard-00000-of-00001-node-3
